id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires inclus,Affichage,Alimentation,Ancrable,Appareil d'entrée,Avertissement sur les couleurs de l'image,Batterie,Cache par processeur,Capteurs,Caractéristiques,Caractéristiques principales du processeur,Cartes mémoire flash prises en charge,Clavier,Clavier numérique,Contrôleur de stockage,Contrôleur graphique,Copilot+ PC,Couleur,Couleur du boîtier,Dimensions (LxPxH) - tablette,Disque dur,Débit d'absorption spécifique (DAS),Détails d'interface,Empreinte carbone,Fonctionnalités,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Horloge améliorée (OC),Horloge boostée,Indice de réparabilité,Intelligence Apple,Interface mémoire,Jeu,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire interne,Mémoire vidéo,Nombre de boutons,Nombre maximum de moniteurs,Normes environnementales,Noyaux CUDA,Performances,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,RAM,Réseau,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Services inclus,Stockage,Stockage optique,Support,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Sécurité,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Transmission à large bande sans fil,Type,Type d'emballage,Type de Produit,Type de bus,Type de tarification,Unité de traitement neural (NPU),Vitesse de la mémoire,Webcam intégrée
11786867,H7606WM-SC065X/16O/AI R9/32G/1T/RTX/W11P,ASUSTEK,"AMD Ryzen AI 9 - HX 370 / jusqu'à 5.1 GHz - Win 11 Pro - GeForce RTX 5060 - 32 Go RAM - 1 To SSD NVMe - 16"" OLED 3840 x 2400 (4K) - Gigabit Ethernet - Wi-Fi 7, Bluetooth - noir nano",2249.99,,,"16"" OLED 3840 x 2400 / 4K @ 60 Hz",,,,,4 cellules,,,,,,,,,,Yes,Noir nano,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,NVIDIA GeForce RTX 5060 / AMD Radeon 890M,,,8.4 (sur 10),,,,,,,Yes,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,8 Go GDDR6 SDRAM,,,ENERGY STAR,,,1.85 kg,"AMD Ryzen AI 9 HX 370 / 2 GHz, jusqu'à 5.1 GHz / 36 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,1 To SSD - NVMe,,,Win 11 Pro,,,Firmware Trusted Platform Module (TPM) Security Chip with Microsoft Pluton,,,,,,,Ordinateur portable,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11786521,HP,HP INC,HP EBXG1i14AI U7 258V 14 32GB/1T LTE5GP,2299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11812886,Acer Swift X 14 SFX14-73G,ACER,"73G - Intel Core Ultra 7 - 255H / jusqu'à 5.1 GHz - Win 11 Home - GeForce RTX 5060 - 16 Go RAM - 1.024 To SSD QLC - 14.5"" OLED écran tactile 2880 x 1800 (WQXGA+) @ 120 Hz - Wi-Fi 6E, Bluetooth - gris titane - clavier : Français",1569.0,,,"14.5"" OLED écran tactile 2880 x 1800 / WQXGA+ @ 120 Hz",,,"Numériseur, stylo numérique",,4 cellules - jusqu'à 8 heures,,,,,,Français,,,,,Gris titane,,,,,,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,NVIDIA GeForce RTX 5060 - jusqu'à 74 TOPS,,,6.8 (sur 10),,,,Région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,8 Go GDDR7 SDRAM,,,,,,1.7 kg,"Intel Core Ultra 7 (Série 2) - 255H / 2 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,,1.024 To SSD - QLC,,,Win 11 Home,,,Firmware Trusted Platform Module (fTPM 2.0),,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
11533146,ACER Swift SFX14-73G-7484,ACER,"Swift X avec écran tactile - Swift SFX14-73G-7484 - 14,5'' - WQXGA - + écran tactile OLED (2880x1800) - Intel Core Ultra 7 255H - 16Go DDR5 - 1024Go PCIe NVMe SSD - NVIDIA GeForce RTX 5050 8Go DDR6 - Win 11",1681.25,,,"14.5"" OLED écran tactile 2880 x 1800 / WQXGA+ @ 120 Hz",,,"Numériseur, stylo numérique",,,,,,,,Français,,,,,Gris titane,,,,1.14 W/kg (head) ¦ 1.14 W/kg (body) ¦ 1.14 W/kg (membre),,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,NVIDIA GeForce RTX 5050 - jusqu'à 74 TOPS,,,6.8 (sur 10),,,,Région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,8 Go GDDR7 SDRAM,,,,,,1.7 kg,"Intel Core Ultra 7 (Série 2) - 255H / 2 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui (blanc),,"1.024 To SSD - QLC, NVMe",,,Win 11 Home,,,,,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
11812878,Acer TravelMate P4 14 TMP414-55-TCO,ACER,"55-TCO - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe, QLC - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - bleu ardoise - clavier : Français",1262.67,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz - mat",,,,,,,,,,,Français,,,,,Bleu ardoise,,,,1.12 W/kg (head) ¦ 1.12 W/kg (body) ¦ 1.12 W/kg (membre),,280 kg d'émissions de carbone,,"Capteur RGB, capteur de vision",,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,Intel Graphics,,,,,,,Région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables",,,1.28 kg,"Intel Core Ultra 5 (Série 2) - 225U / 1.5 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui (blanc),,"512 Go SSD - NVMe, QLC",,,Win 11 Pro,,,Lecteur d'empreintes digitales,,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11830309,HP ProBook 4 G1ah Notebook,HP INC,"Conception de charnière à 177 degrés - AMD Ryzen 3 - 210 / jusqu'à 4.7 GHz - Win 11 Pro - Radeon 740M - 8 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - argent de brochet - clavier : Français - avec HP Carbon Neutral Computing Services - To the Door Service for Notebooks",929.0,,,"16"" WLED 1920 x 1200 / WUXGA",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,Argent de brochet,,,,,,130 kg d'émissions de carbone,,"HP Sure Platform, capteur thermique, HP Tamper Lock, capteur à effet Hall",,,,AMD Radeon 740M,,,,,,,Langue : français / région : France,,,Yes,,,8 Go DDR5 (1 x 8 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.75 kg,"AMD Ryzen 3 210 / 3 GHz, jusqu'à 4.7 GHz / 8 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,HP Carbon Neutral Computing Services - To the Door Service for Notebooks,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,,,Oui
8388964,Lenovo V17 G4 IRU 83A2,LENOVO,"Conception de charnière à 180 degrés - Intel Core i3 - i3-1315U / jusqu'à 4.5 GHz - Win 11 Pro - UHD Graphics - 8 Go RAM - 256 Go SSD NVMe - 17.3"" IPS 1920 x 1080 (Full HD) - Wi-Fi 6 - gris de fer - clavier : Français",744.59,,,"17.3"" 1920 x 1080 / Full HD @ 60 Hz",,,,,Jusqu'à 8.4 heures,,,,,,Français,Oui,,,,Gris de fer,,,,,,,,,,,Garantie limitée - 1 an - enlèvement et retour,Intel UHD Graphics,,,8 (sur 10),,,,Langue : français / région : France,,,,,,8 Go DDR4 (la mémoire fournie est soudée),,,,,,ENERGY STAR,,,2.02 kg,"Intel Core i3 (13ème génération) - i3-1315U / 1.2 GHz, jusqu'à 4.5 GHz / 10 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.1",,,,,256 Go SSD - NVMe,,,Win 11 Pro - français,,,"Firmware Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
11780609,ASUS ExpertBook B3 B3605CVA-MB0197X,ASUSTEK,"MB0197X - Conception de charnière à 180 degrés - Intel Core i7 - 13620H / jusqu'à 4.9 GHz - Win 11 Pro - UHD Graphics - 16 Go RAM - 512 Go SSD NVMe - 16"" 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6, Bluetooth - gris",1207.5,,,"16"" 1920 x 1200 / WUXGA",,,,,3 cellules,,,,,,,Oui,,,,Gris,,,,,,,,,,,,Intel UHD Graphics,,,9.7 (sur 10),,,,,,,,,,16 Go DDR5 (16 x 8 Go),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.79 kg,"Intel Core i7 (13ème génération) - 13620H / 2.4 GHz, jusqu'à 4.9 GHz / 24 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro,,,"Firmware Trusted Platform Module (TPM 2.0) with Secured-core PC Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
11877868,ASUS,ASUSTEK,"X1605VA-PRO-OLED-SH01X/16""/I5/16/1T/W11P",749.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877870,ASUS,ASUSTEK,"X1605VA-PRO-OLED-SH02X/16""/I7/16/1T/W11P",833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877883,ASUS,ASUSTEK,"TP3607SH-FLIP-RJ053X/16""/U7/32G/1T/W11P",1666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11870674,HP 250R G9 Notebook,HP INC,"Intel Core 5 - 120U / jusqu'à 5 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 15.6"" 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6 - cendres argent sombre - clavier : Français",919.0,,,"15.6"" WLED 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules,,,,,,Français,Oui,,,,Cendres argent sombre,,,,,,,,,,,,Intel Graphics,,,,,,,Langue : français / région : France,,,,,,16 Go DDR4 (1 x 16 Go (non accessible au client/améliorable)),,,,,,ENERGY STAR,,,1.74 kg,"Intel Core 5 (Série 1) - 120U / 1.4 GHz, jusqu'à 5 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.2, Gigabit Ethernet",,,,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11877878,ASUS,ASUSTEK,"M3607KA-PRO-OLED-SH5X/16""/R7/32/512/W11P",999.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877885,ASUS,ASUSTEK,"UM3406KA-QD281X/14""/R7/32G/512G/W11P",1083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877866,ASUS,ASUSTEK,"E1404FA-EB838W/14""/R5/16G/512G/W11",499.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305494,Lenovo ThinkPad X1 Carbon Gen 12 21KC,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 5 - 125U / jusqu'à 4.3 GHz - Evo - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - 4G - peinture noire - clavier : Français - avec 3 ans de support Lenovo Premier",1962.38,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,,,,,Peinture noire,,,,,,191 kg d'émissions de carbone,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,8.6 (sur 10),,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.08 kg,"Intel Core Ultra 5 (Série 1) - 125U / 1.3 GHz, jusqu'à 4.3 GHz / 12 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,3 ans de support Lenovo Premier,"512 Go SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel Evo,,,4G,,,Ordinateur portable - AI Ready - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 11 TOPS,,Oui
11836925,Dell Pro 16 PC16255,DELL,"AMD Ryzen 5 - 220 / jusqu'à 4.9 GHz - Win 11 Pro - Radeon 740M - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 (Full HD Plus) - Gigabit Ethernet - Wi-Fi 6E - platine - BTS - avec 1 an basique sur site",729.42,,,"16"" 1920 x 1200 / Full HD Plus @ 60 Hz - 141 ppi",,,,L'image du produit peut être d'une couleur différente,3 cellules,,,,,,,Oui,,,,Platine,,,,,,132 kg d'émissions de carbone,,Capteur à effet Hall,,,,AMD Radeon 740M,,,,,,,,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.94 kg,"AMD Ryzen 5 220 / 3.2 GHz, jusqu'à 4.9 GHz / 16 Mo Cache",Dell Smart Selection,,,,"Bluetooth, 802.11a/b/g/n/ac/ax (Wi-Fi 6E), Gigabit Ethernet",,,Oui,1 an basique sur site,512 Go SSD - NVMe,,,Win 11 Pro,,,Discrete Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,Build To Stock (BTS),,,Oui
11830269,HP EliteBook 6 G1a Notebook Next Gen AI,HP INC,"Conception de charnière à 177 degrés - AMD Ryzen AI 5 - 340 / jusqu'à 4.8 GHz - Win 11 Pro - Radeon 840M - 32 Go RAM - 512 Go SSD NVMe - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",1399.0,,,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,Yes,Brochet argent aluminium,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,,AMD Radeon 840M,,,,,,,Langue : français / région : France,,,,,,32 Go DDR5 (1 x 32 Go),,,,,,ENERGY STAR,,,1.4 kg,"AMD Ryzen AI 5 340 / 2 GHz, jusqu'à 4.8 GHz / 16 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11830272,HP ProBook 4 G1i Notebook AI,HP INC,"Conception de charnière à 177 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 32 Go RAM - 1 To SSD NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Carbon Neutral Computing Services - To the Door Service for Note",1469.0,,,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,Brochet argent aluminium,,,,,,130 kg d'émissions de carbone,,"Capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",,,,Intel Graphics,,,8.3 (sur 10),,,,Langue : français / région : France,,,Yes,,,32 Go DDR5 (2 x 16 Go),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.74 kg,"Intel Core Ultra 7 (Série 2) - 255U / 2 GHz, jusqu'à 5.2 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,HP Carbon Neutral Computing Services - To the Door Service for Notebooks,1 To SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
10305486,Lenovo ThinkPad X13 Gen 5 21LU,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 7 - 155U / jusqu'à 4.8 GHz - Evo - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 13.3"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1532.96,,,"13.3"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,,,,,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,8.2 (sur 10),,,,Langue : français / région : France,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR",,,1.17 kg,"Intel Core Ultra 7 (Série 1) - 155U / 1.7 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",Intel Evo,,,,,,Ordinateur portable - AI Ready - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 11 TOPS,,Oui
11547387,MSI Vector 17 HX AI A2XWIG-010FR,MSI,"010FR - Intel Core Ultra 9 - 275HX / jusqu'à 5.4 GHz - Win 11 Home Advanced - GeForce RTX 5080 - 32 Go RAM - 2 To SSD NVMe - 17"" 2560 x 1600 (QHD+) @ 240 Hz - 2.5 Gigabit Ethernet - Wi-Fi 7, Bluetooth - gris cosmos - clavier : Français",3699.0,,,"17"" 2560 x 1600 / QHD+ @ 240 Hz",,,,,4 cellules,,,,,,Français,Oui,,,,Gris cosmos,,,,,,,,,,,Garantie limitée - 2 ans,NVIDIA GeForce RTX 5080 / Intel Graphics - jusqu'à 8 TOPS,,,,,,Oui,,,,,,,32 Go DDR5 (2 x 16 Go),,,16 Go GDDR7 SDRAM,,,,,,3 kg,"Intel Core Ultra 9 (Série 2) - 275HX / 2.7 GHz, jusqu'à 5.4 GHz / 36 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, 2.5 Gigabit Ethernet",,,Oui (RGB),,2 To SSD - NVMe,,,Win 11 Home Advanced,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
10745401,Apple MacBook Pro,APPLE,"M4 Pro - Apple M4 Pro 20-core - 48 Go RAM - 512 Go SSD - 16.2"" 3456 x 2234 @ 120 Hz - Wi-Fi 6E, Bluetooth - noir spatial - clavier : Français",2832.5,,,"16.2"" 3456 x 2234 @ 120 Hz - 254 ppi",,,Tablette tactile Force Touch,,Jusqu'à 24 heures,,,,,,Français,,,,,Noir spatial,,,,,,279 kg d'émissions de carbone,,Détecteur de lumière ambiante,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Apple M4 Pro 20-core,,,,Oui,,,"Langue : français / région : Belgique, Luxembourg, France",,98 % d'éléments de terre rare recyclés,,,,48 Go (mémoire unifiée),,,,,,ENERGY STAR,,,2.14 kg,Apple M4 Pro,,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,,512 Go SSD,,,macOS Sequoia 15.0,,,Lecteur d'empreintes digitales,,,,,,,Ordinateur portable,,,16-core Neural Engine,,Oui
10745427,Apple MacBook Pro,APPLE,"M4 Max - Apple M4 Max 32-core - 36 Go RAM - 1 To SSD - 16.2"" 3456 x 2234 @ 120 Hz - Wi-Fi 6E, Bluetooth - noir spatial - clavier : Français",3499.17,,,"16.2"" 3456 x 2234 @ 120 Hz - 254 ppi",,,Tablette tactile Force Touch,,Jusqu'à 21 heures,,,,,,Français,,,,,Noir spatial,,,,,,303 kg d'émissions de carbone,,Détecteur de lumière ambiante,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Apple M4 Max 32-core,,,,Oui,,,"Langue : français / région : Belgique, Luxembourg, France",,98 % d'éléments de terre rare recyclés,,,,36 Go (mémoire unifiée),,,,,,ENERGY STAR,,,2.15 kg,Apple M4 Max,,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,,1 To SSD,,,macOS Sequoia 15.0,,,Lecteur d'empreintes digitales,,,,,,,Ordinateur portable,,,16-core Neural Engine,,Oui
11399411,Surface Pro11 - Intel - CU5/16/512 Win 11 Pro  Platinum,MICROSOFT,"11th Edition - tablette - Intel Core Ultra 5 - 236V / jusqu'à 4.7 GHz - Win 11 Pro - Arc Graphics 130V - 16 Go RAM - 512 Go SSD - 13"" écran tactile 2880 x 1920 @ 120 Hz - NFC, Wi-Fi 7, Bluetooth - platine",1625.26,,,"13"" écran tactile 2880 x 1920 @ 120 Hz - 267 ppi",,Oui,,,4 cellules - jusqu'à 14 heures,,,,,,,,,,,Platine,,,,0.46 W/kg (body) ¦ 0.46 W/kg (membre),,,,"Accéléromètre, magnétomètre, gyroscope, capteur de couleur ambiante",,,Garantie limitée - 1 an,Intel Arc Graphics 130V - jusqu'à 53 TOPS,,,,,,,"Région : Belgique, Luxembourg, Autriche, Danemark, Finlande, France, Allemagne, Italie, Pays-Bas, Norvège, Pologne, Portugal, Espagne, Suède, Suisse",,,,,,16 Go LPDDR5X,,,,,,ENERGY STAR,,,872 g,"Intel Core Ultra 5 (Série 2) - 236V / 2.1 GHz, jusqu'à 4.7 GHz / 8 Mo Cache",,,,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,,,512 Go SSD,,,Win 11 Pro,,,Trusted Platform Module (TPM 2.0) Security Chip with Microsoft Pluton,,,,,,,Tablette - aucun clavier,,,Intel AI Boost - jusqu'à 40 TOPS,,Oui
11877869,ASUS,ASUSTEK,"S3607CA-PRO-OLED-SH4X/16""/U7/16/512/W11P",999.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877882,ASUS,ASUSTEK,"TP3607SA-FLIP-RJ088X/16""/U7/32G/1T/W11P",1416.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507282,Galaxy Book5 Pro,SAMSUNG,"Samsung Galaxy Book5 Pro - Intel Core Ultra 7 - 256V / jusqu'à 4.8 GHz - Evo - Win 11 Home - Intel Arc Graphics 140V - 16 Go RAM - 512 Go SSD NVMe - 14"" AMOLED écran tactile 2880 x 1800 (WQXGA+) @ 120 Hz - Wi-Fi 7, Bluetooth - anthracite",1923.75,,,"14"" écran tactile 2880 x 1800 / WQXGA+ @ 120 Hz",,,ClickPad,,Jusqu'à 21 heures,,,,,,,,,,Yes,Anthracite,,,,0.474 W/kg (body) ¦ 0.474 W/kg (membre),,,,Détecteur de lumière ambiante,,,Garantie limitée - 2 ans,Intel Arc Graphics 140V - jusqu'à 64 TOPS,,,8.7 (sur 10),,,,,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,8 Go,,,,,,1.23 kg,"Intel Core Ultra 7 (Série 2) - 256V / 2.2 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,,512 Go SSD - NVMe,,,Win 11 Home,,,"Trusted Platform Module (TPM) Security Chip, lecteur d'empreintes digitales",Intel Evo,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 47 TOPS,,Oui
